#OTU ID	mockIM4p4L1	mockIM4p4L2	mockIM4p7L1	mockIM4p7L2
098f65da59f0fa927fe804d96cb3dff4	0.04102912031994858	0.04328087692372539	0.03980025662140682	0.040020728019185825
106866132fd52b9d5c96c38bde87c51f	0.04681390490813976	0.044832998197456606	0.045272612367619744	0.04563122639825854
1a589e45391a7e9fc0b162cd98865888	0.04382033839799556	0.04521235052154746	0.03555834306834939	0.04371111707036361
1cd1ff405bf366c31e72fd99dfd39ede	0.04500467186821166	0.04206595771585271	0.04372139341593734	0.04303068071311257
3456ff6251490eea3e12040d3e345c65	0.027209912692602974	0.028991939382969806	0.02749104697703813	0.02702658855168215
38266d9f6aa0062dc3abecfdf193dc33	0.02532331113452005	0.02647780045075982	0.0255759618515043	0.02414642455983975
443a72aa5f34ea34fd921e6c56388ce3	0.04938492028066918	0.04991334402792826	0.05009862688396499	0.04447458002380096
49337d34e108aaa7b9eed947dfc6a6d7	0.05121795901849108	0.049504238580379306	0.05211904169140318	0.05601623122239008
5592a4d77978f1271b28d3058d03e55d	0.03897587887660912	0.03981215861390115	0.040623743225386366	0.04001309338965145
55a17d8326442d559967b1c9445390bf	0.03766656549245062	0.037211239738271694	0.03927360821188502	0.03912652203497233
7f8765e7a170252a49c619116f0cfbfa	0.04533200021425128	0.04295359256568622	0.047283451749430265	0.04875665286389269
821aa64611daa3da216572e13a62b9ce	0.04217774524332399	0.045596661699548	0.04293620851446847	0.04220136907994125
84efcdc4397b06db856a314c95b0ab2e	0.032619757538966954	0.03378715111363462	0.03386828044506578	0.03205876374352607
86d824f733d61170ef80a4235cb32238	0.042897867604611166	0.04187008298642018	0.04101154796330697	0.041523795708765604
899f39fc558547da06b0737419092c95	0.03322085141078517	0.033933437303970304	0.032896374743857364	0.034501845194525586
a1bf48aed3403b048276c6c7541b6b82	0.04822439250834687	0.05372670268447556	0.04875806729609131	0.04680695934655206
a33e9d5dcc6aebafe47272127f7f4b4f	0.0485517208543865	0.047349616556621434	0.04936131911063447	0.050519297957641165
a6152ff903092bda54f1fe77a3167563	0.057300314830354644	0.0547804591402835	0.05465652948273551	0.0526398163108134
aea4dfce56b29e85d72e79b1453366e4	0.046361596648157734	0.04243043347821451	0.04694352413964801	0.04803899768766158
c753f823a8823c373321618db6ba8e30	0.04602236545317122	0.0489339703807656	0.04882030756267116	0.047029317931740686
e0425a63c5717f2c0bfc70a1886275f4	0.03630368928803109	0.03560952992544363	0.03534768370454067	0.035190870510002796
f1e2e46d9d39da02757f2e3e3c2a62e5	0.030280847720901997	0.03197716943659981	0.031527088879100676	0.031153105815011017
f51974df289e803808177a78bdf311e2	0.04155879709808543	0.04152792206665196	0.045224735239481395	0.04288562275195947
f6a5686e762060e92089709944306a6a	0.04270147059698739	0.03822036650889246	0.04183024685447268	0.043496393114709354
